Hour, Average fluid temperature (°C), HP Inlet fluid temperature (°C), HP Outlet fluid temperature (°C), Load on ground (W/m),  Heat pump power consumption (kWh)
4923,6.45,6.91,6,7.394,0.268
4924,6.45,6.91,6,7.394,0.268
4925,6.45,6.91,6,7.394,0.268
4926,6.45,6.9,6,7.394,0.268
4927,6.45,6.9,5.99,7.394,0.268
4928,6.45,6.9,5.99,7.394,0.268
4929,6.45,6.9,5.99,7.394,0.268
4930,6.45,6.9,5.99,7.394,0.268
4931,6.45,6.9,5.99,7.394,0.268
4932,6.44,6.9,5.99,7.394,0.268
4933,6.44,6.9,5.99,7.394,0.268
4934,6.44,6.9,5.99,7.394,0.268
4935,6.44,6.9,5.99,7.394,0.268
4936,6.44,6.9,5.99,7.393,0.268
4937,6.44,6.89,5.99,7.393,0.268
4938,6.44,6.89,5.98,7.393,0.268
4939,6.44,6.89,5.98,7.393,0.268
4940,6.44,6.89,5.98,7.393,0.268
4941,6.44,6.89,5.98,7.393,0.268
4942,6.44,6.89,5.98,7.393,0.268
4943,6.43,6.89,5.98,7.393,0.268
4944,6.43,6.89,5.98,7.393,0.268
4945,6.43,6.89,5.98,7.393,0.268
4946,6.43,6.89,5.98,7.393,0.268
4947,6.43,6.89,5.98,7.393,0.268
4948,6.43,6.88,5.98,7.393,0.268
4949,6.43,6.88,5.97,7.393,0.268
4950,6.43,6.88,5.97,7.393,0.268
4951,6.43,6.88,5.97,7.393,0.268
4952,6.43,6.88,5.97,7.393,0.268
4953,6.43,6.88,5.97,7.393,0.268
4954,6.42,6.88,5.97,7.393,0.268
4955,6.42,6.88,5.97,7.393,0.268
4956,6.42,6.88,5.97,7.393,0.268
4957,6.42,6.88,5.97,7.393,0.268
4958,6.42,6.88,5.97,7.393,0.268
4959,6.42,6.87,5.97,7.393,0.268
4960,6.42,6.87,5.97,7.393,0.268
4961,6.42,6.87,5.96,7.393,0.268
4962,6.42,6.87,5.96,7.392,0.268
4963,6.42,6.87,5.96,7.392,0.268
4964,6.42,6.87,5.96,7.392,0.268
4965,6.42,6.87,5.96,7.392,0.268
4966,6.41,6.87,5.96,7.392,0.268
4967,6.41,6.87,5.96,7.392,0.268
4968,6.41,6.87,5.96,7.392,0.268
4969,6.41,6.87,5.96,7.392,0.268
4970,6.41,6.87,5.96,7.392,0.268
4971,6.41,6.86,5.96,7.392,0.268
4972,6.41,6.86,5.95,7.392,0.268
4973,6.41,6.86,5.95,7.392,0.268
4974,6.41,6.86,5.95,7.392,0.268
4975,6.41,6.86,5.95,7.392,0.268
4976,6.41,6.86,5.95,7.392,0.268
4977,6.41,6.86,5.95,7.392,0.268
4978,6.4,6.86,5.95,7.392,0.268
4979,6.4,6.86,5.95,7.392,0.268
4980,6.4,6.86,5.95,7.392,0.268
4981,6.4,6.86,5.95,7.392,0.268
4982,6.4,6.86,5.95,7.392,0.268
4983,6.4,6.85,5.95,7.392,0.268
4984,6.4,6.85,5.94,7.392,0.268
4985,6.4,6.85,5.94,7.392,0.268
4986,6.4,6.85,5.94,7.392,0.268
4987,6.4,6.85,5.94,7.392,0.268
4988,6.4,6.85,5.94,7.392,0.268
4989,6.4,6.85,5.94,7.391,0.268
4990,6.39,6.85,5.94,7.391,0.268
4991,6.39,6.85,5.94,7.391,0.268
4992,6.39,6.85,5.94,7.391,0.268
4993,6.39,6.85,5.94,7.391,0.268
4994,6.39,6.85,5.94,7.391,0.268
4995,6.39,6.84,5.94,7.391,0.268
4996,6.39,6.84,5.94,7.391,0.268
4997,6.39,6.84,5.93,7.391,0.268
4998,6.39,6.84,5.93,7.391,0.268
4999,6.39,6.84,5.93,7.391,0.268
5000,6.39,6.84,5.93,7.391,0.268
5001,6.39,6.84,5.93,7.391,0.268
5002,6.38,6.84,5.93,7.391,0.268
5003,6.38,6.84,5.93,7.391,0.268
5004,6.38,6.84,5.93,7.391,0.268
5005,6.38,6.84,5.93,7.391,0.268
5006,6.38,6.84,5.93,7.391,0.268
5007,6.38,6.84,5.93,7.391,0.268
5008,6.38,6.83,5.93,7.391,0.268
5009,6.38,6.83,5.92,7.391,0.268
5010,6.38,6.83,5.92,7.391,0.268
5011,6.38,6.83,5.92,7.391,0.268
5012,6.38,6.83,5.92,7.391,0.268
5013,6.38,6.83,5.92,7.391,0.268
5014,6.38,6.83,5.92,7.391,0.268
5015,6.37,6.83,5.92,7.391,0.268
5016,6.37,6.83,5.92,7.391,0.268
5017,6.37,6.83,5.92,7.391,0.268
5018,6.37,6.83,5.92,7.39,0.268
5019,6.37,6.83,5.92,7.39,0.268
5020,6.37,6.83,5.92,7.39,0.268
5021,6.37,6.82,5.92,7.39,0.268
5022,6.37,6.82,5.92,7.39,0.268
5023,6.37,6.82,5.91,7.39,0.268
5024,6.37,6.82,5.91,7.39,0.268
5025,6.37,6.82,5.91,7.39,0.268
5026,6.37,6.82,5.91,7.39,0.268
5027,6.37,6.82,5.91,7.39,0.268
5028,6.36,6.82,5.91,7.39,0.268
5029,6.36,6.82,5.91,7.39,0.268
5030,6.36,6.82,5.91,7.39,0.268
5031,6.36,6.82,5.91,7.39,0.268
5032,6.36,6.82,5.91,7.39,0.268
5033,6.36,6.82,5.91,7.39,0.268
5034,6.36,6.81,5.91,7.39,0.268
5035,6.36,6.81,5.91,7.39,0.268
5036,6.36,6.81,5.9,7.39,0.268
5037,6.36,6.81,5.9,7.39,0.268
5038,6.36,6.81,5.9,7.39,0.268
5039,6.36,6.81,5.9,7.39,0.268
5040,6.36,6.81,5.9,7.39,0.268
5041,6.36,6.81,5.9,7.39,0.268
5042,6.35,6.81,5.9,7.39,0.269
5043,6.35,6.81,5.9,7.39,0.269
5044,6.35,6.81,5.9,7.39,0.269
5045,6.35,6.81,5.9,7.39,0.269
5046,6.35,6.81,5.9,7.39,0.269
5047,6.35,6.81,5.9,7.39,0.269
5048,6.35,6.8,5.9,7.389,0.269
5049,6.35,6.8,5.9,7.389,0.269
5050,6.35,6.8,5.89,7.389,0.269
5051,6.35,6.8,5.89,7.389,0.269
5052,6.35,6.8,5.89,7.389,0.269
5053,6.35,6.8,5.89,7.389,0.269
5054,6.35,6.8,5.89,7.389,0.269
5055,6.35,6.8,5.89,7.389,0.269
5056,6.34,6.8,5.89,7.389,0.269
5057,6.34,6.8,5.89,7.389,0.269
5058,6.34,6.8,5.89,7.389,0.269
5059,6.34,6.8,5.89,7.389,0.269
5060,6.34,6.8,5.89,7.389,0.269
5061,6.34,6.8,5.89,7.389,0.269
5062,6.34,6.79,5.89,7.389,0.269
5063,6.34,6.79,5.89,7.389,0.269
5064,6.34,6.79,5.88,7.389,0.269
5065,6.34,6.79,5.88,7.389,0.269
5066,6.34,6.79,5.88,7.389,0.269
5067,6.34,6.79,5.88,7.389,0.269
5068,6.34,6.79,5.88,7.389,0.269
5069,6.34,6.79,5.88,7.389,0.269
5070,6.33,6.79,5.88,7.389,0.269
5071,6.33,6.79,5.88,7.389,0.269
5072,6.33,6.79,5.88,7.389,0.269
5073,6.33,6.79,5.88,7.389,0.269
5074,6.33,6.79,5.88,7.389,0.269
5075,6.33,6.79,5.88,7.389,0.269
5076,6.33,6.78,5.88,7.389,0.269
5077,6.33,6.78,5.88,7.389,0.269
5078,6.33,6.78,5.87,7.389,0.269
5079,6.33,6.78,5.87,7.389,0.269
5080,6.33,6.78,5.87,7.388,0.269
5081,6.33,6.78,5.87,7.388,0.269
5082,6.33,6.78,5.87,7.388,0.269
5083,6.33,6.78,5.87,7.388,0.269
5084,6.32,6.78,5.87,7.388,0.269
5085,6.32,6.78,5.87,7.388,0.269
5086,6.32,6.78,5.87,7.388,0.269
5087,6.32,6.78,5.87,7.388,0.269
5088,6.32,6.78,5.87,7.388,0.269
5089,6.32,6.78,5.87,7.388,0.269
5090,6.32,6.77,5.87,7.388,0.269
5091,6.32,6.77,5.87,7.388,0.269
5092,6.32,6.77,5.87,7.388,0.269
5093,6.32,6.77,5.86,7.388,0.269
5094,6.32,6.77,5.86,7.388,0.269
5095,6.32,6.77,5.86,7.388,0.269
5096,6.32,6.77,5.86,7.388,0.269
5097,6.32,6.77,5.86,7.388,0.269
5098,6.32,6.77,5.86,7.388,0.269
5099,6.31,6.77,5.86,7.388,0.269
5100,6.31,6.77,5.86,7.388,0.269
5101,6.31,6.77,5.86,7.388,0.269
5102,6.31,6.77,5.86,7.388,0.269
5103,6.31,6.77,5.86,7.388,0.269
5104,6.31,6.77,5.86,7.388,0.269
5105,6.31,6.76,5.86,7.388,0.269
5106,6.31,6.76,5.86,7.388,0.269
5107,6.31,6.76,5.86,7.388,0.269
5108,6.31,6.76,5.85,7.388,0.269
5109,6.31,6.76,5.85,7.388,0.269
5110,6.31,6.76,5.85,7.388,0.269
5111,9.82,9.14,10.5,-11.049,0.108
5112,10.77,10.09,11.45,-11.073,0.11
5113,11.31,10.63,11.99,-11.087,0.111
5114,11.67,10.99,12.36,-11.097,0.112
5115,11.94,11.26,12.62,-11.105,0.113
5116,12.15,11.46,12.83,-11.111,0.114
5117,12.32,11.63,13,-11.116,0.114
5118,12.46,11.77,13.14,-11.12,0.115
5119,12.58,11.89,13.26,-11.124,0.115
5120,12.68,12,13.37,-11.127,0.115
5121,12.78,12.09,13.46,-11.13,0.116
5122,12.86,12.18,13.54,-11.132,0.116
5123,12.94,12.25,13.62,-11.134,0.116
5124,13,12.32,13.69,-11.137,0.116
5125,13.07,12.38,13.75,-11.139,0.117
5126,13.13,12.44,13.81,-11.14,0.117
5127,13.18,12.5,13.87,-11.142,0.117
5128,13.23,12.55,13.92,-11.144,0.117
5129,13.28,12.59,13.96,-11.145,0.117
5130,13.32,12.64,14.01,-11.147,0.117
5131,13.37,12.68,14.05,-11.148,0.117
5132,13.41,12.72,14.09,-11.15,0.118
5133,13.44,12.76,14.13,-11.151,0.118
5134,13.48,12.79,14.17,-11.152,0.118
5135,13.51,12.83,14.2,-11.153,0.118
5136,13.55,12.86,14.23,-11.154,0.118
5137,13.58,12.89,14.26,-11.155,0.118
5138,13.61,12.92,14.29,-11.156,0.118
5139,13.64,12.95,14.32,-11.157,0.118
5140,13.67,12.98,14.35,-11.158,0.118
5141,13.69,13.01,14.38,-11.159,0.118
5142,13.72,13.03,14.4,-11.16,0.119
5143,13.74,13.06,14.43,-11.161,0.119
5144,13.77,13.08,14.45,-11.161,0.119
5145,13.79,13.1,14.48,-11.162,0.119
5146,13.81,13.13,14.5,-11.163,0.119
5147,13.84,13.15,14.52,-11.164,0.119
5148,13.86,13.17,14.54,-11.164,0.119
5149,13.88,13.19,14.56,-11.165,0.119
5150,13.9,13.21,14.58,-11.166,0.119
5151,13.92,13.23,14.6,-11.166,0.119
5152,13.94,13.25,14.62,-11.167,0.119
5153,13.95,13.27,14.64,-11.168,0.119
5154,13.97,13.29,14.66,-11.168,0.119
5155,13.99,13.3,14.68,-11.169,0.119
5156,14.01,13.32,14.69,-11.169,0.12
5157,14.02,13.34,14.71,-11.17,0.12
5158,14.04,13.35,14.73,-11.17,0.12
5159,14.06,13.37,14.74,-11.171,0.12
5160,14.07,13.39,14.76,-11.172,0.12
5161,14.09,13.4,14.77,-11.172,0.12
5162,14.1,13.42,14.79,-11.173,0.12
5163,14.12,13.43,14.8,-11.173,0.12
5164,14.13,13.45,14.82,-11.174,0.12
5165,14.15,13.46,14.83,-11.174,0.12
5166,14.16,13.47,14.85,-11.175,0.12
5167,14.17,13.49,14.86,-11.175,0.12
5168,14.19,13.5,14.87,-11.175,0.12
5169,14.2,13.51,14.89,-11.176,0.12
5170,14.21,13.53,14.9,-11.176,0.12
5171,14.23,13.54,14.91,-11.177,0.12
5172,14.24,13.55,14.92,-11.177,0.12
5173,14.25,13.56,14.94,-11.178,0.12
5174,14.27,13.58,14.95,-11.178,0.12
5175,14.28,13.59,14.97,-11.179,0.12
5176,14.3,13.61,14.98,-11.179,0.12
5177,14.31,13.63,15,-11.18,0.121
5178,14.33,13.64,15.01,-11.18,0.121
5179,14.34,13.65,15.03,-11.181,0.121
5180,14.36,13.67,15.04,-11.181,0.121
5181,14.37,13.68,15.06,-11.182,0.121
5182,14.38,13.7,15.07,-11.182,0.121
5183,14.4,13.71,15.09,-11.183,0.121
5184,14.41,13.72,15.1,-11.183,0.121
5185,14.43,13.74,15.11,-11.184,0.121
5186,14.44,13.75,15.13,-11.184,0.121
5187,14.45,13.76,15.14,-11.184,0.121
5188,14.46,13.78,15.15,-11.185,0.121
5189,14.48,13.79,15.16,-11.185,0.121
5190,14.49,13.8,15.18,-11.186,0.121
5191,14.5,13.81,15.19,-11.186,0.121
5192,14.51,13.83,15.2,-11.187,0.121
5193,14.53,13.84,15.21,-11.187,0.121
5194,14.54,13.85,15.23,-11.187,0.121
5195,14.55,13.86,15.24,-11.188,0.121
5196,14.56,13.87,15.25,-11.188,0.121
5197,14.57,13.88,15.26,-11.189,0.121
5198,14.58,13.9,15.27,-11.189,0.121
5199,14.6,13.91,15.28,-11.189,0.121
5200,14.61,13.92,15.29,-11.19,0.122
5201,14.62,13.93,15.31,-11.19,0.122
5202,14.63,13.94,15.32,-11.191,0.122
5203,14.64,13.95,15.33,-11.191,0.122
5204,14.65,13.96,15.34,-11.191,0.122
5205,14.66,13.97,15.35,-11.192,0.122
5206,14.67,13.98,15.36,-11.192,0.122
5207,14.68,13.99,15.37,-11.192,0.122
5208,14.69,14,15.38,-11.193,0.122
5209,14.7,14.01,15.39,-11.193,0.122
5210,14.71,14.02,15.4,-11.194,0.122
5211,14.72,14.03,15.41,-11.194,0.122
5212,14.73,14.04,15.42,-11.194,0.122
5213,14.74,14.05,15.43,-11.195,0.122
5214,14.75,14.06,15.44,-11.195,0.122
5215,14.76,14.07,15.45,-11.195,0.122
5216,14.77,14.08,15.46,-11.196,0.122
5217,14.78,14.09,15.47,-11.196,0.122
5218,14.79,14.1,15.47,-11.196,0.122
5219,14.8,14.11,15.48,-11.197,0.122
5220,14.8,14.12,15.49,-11.197,0.122
5221,14.81,14.13,15.5,-11.197,0.122
5222,14.82,14.13,15.51,-11.197,0.122
5223,14.83,14.14,15.52,-11.198,0.122
5224,14.84,14.15,15.53,-11.198,0.122
5225,14.85,14.16,15.54,-11.198,0.122
5226,14.86,14.17,15.55,-11.199,0.122
5227,14.87,14.18,15.55,-11.199,0.122
5228,14.87,14.18,15.56,-11.199,0.122
5229,14.88,14.19,15.57,-11.2,0.122
5230,14.89,14.2,15.58,-11.2,0.123
5231,14.9,14.21,15.59,-11.2,0.123
5232,14.91,14.22,15.59,-11.2,0.123
5233,14.91,14.23,15.6,-11.201,0.123
5234,14.92,14.23,15.61,-11.201,0.123
5235,14.93,14.24,15.62,-11.201,0.123
5236,14.94,14.25,15.63,-11.202,0.123
5237,14.94,14.26,15.63,-11.202,0.123
5238,14.95,14.26,15.64,-11.202,0.123
5239,14.95,14.27,15.64,-11.202,0.123
5240,14.96,14.27,15.65,-11.202,0.123
5241,14.97,14.28,15.65,-11.203,0.123
5242,14.97,14.28,15.66,-11.203,0.123
5243,14.98,14.29,15.66,-11.203,0.123
5244,14.98,14.29,15.67,-11.203,0.123
5245,14.99,14.3,15.67,-11.203,0.123
5246,14.99,14.3,15.68,-11.203,0.123
5247,15,14.31,15.68,-11.204,0.123
5248,15,14.31,15.69,-11.204,0.123
5249,15.01,14.32,15.69,-11.204,0.123
5250,15.01,14.32,15.7,-11.204,0.123
5251,15.01,14.33,15.7,-11.204,0.123
5252,15.02,14.33,15.71,-11.205,0.123
5253,15.02,14.34,15.71,-11.205,0.123
5254,15.03,14.34,15.72,-11.205,0.123
5255,15.03,14.34,15.72,-11.205,0.123
5256,15.04,14.35,15.73,-11.205,0.123
5257,15.04,14.35,15.73,-11.205,0.123
5258,15.05,14.36,15.74,-11.205,0.123
5259,15.05,14.36,15.74,-11.206,0.123
5260,15.06,14.37,15.75,-11.206,0.123
5261,15.06,14.37,15.75,-11.206,0.123
5262,15.06,14.38,15.75,-11.206,0.123
5263,15.07,14.38,15.76,-11.206,0.123
5264,15.07,14.38,15.76,-11.206,0.123
5265,15.08,14.39,15.77,-11.207,0.123
5266,15.08,14.39,15.77,-11.207,0.123
5267,15.09,14.4,15.78,-11.207,0.123
5268,15.09,14.4,15.78,-11.207,0.123
5269,15.09,14.41,15.78,-11.207,0.123
5270,15.1,14.41,15.79,-11.207,0.123
5271,15.1,14.41,15.79,-11.208,0.123
5272,15.11,14.42,15.8,-11.208,0.123
5273,15.11,14.42,15.8,-11.208,0.123
5274,15.12,14.43,15.8,-11.208,0.123
5275,15.12,14.43,15.81,-11.208,0.123
5276,15.12,14.43,15.81,-11.208,0.123
5277,15.13,14.44,15.82,-11.208,0.123
5278,15.13,14.44,15.82,-11.209,0.123
5279,15.14,14.45,15.82,-11.209,0.123
5280,15.14,14.45,15.83,-11.209,0.123
5281,15.14,14.45,15.83,-11.209,0.123
5282,15.15,14.46,15.84,-11.209,0.123
5283,15.15,14.46,15.84,-11.209,0.123
5284,15.15,14.47,15.84,-11.209,0.123
5285,15.16,14.47,15.85,-11.209,0.123
5286,15.16,14.47,15.85,-11.21,0.123
5287,15.17,14.48,15.85,-11.21,0.123
5288,15.17,14.48,15.86,-11.21,0.124
5289,15.17,14.48,15.86,-11.21,0.124
5290,15.18,14.49,15.87,-11.21,0.124
5291,15.18,14.49,15.87,-11.21,0.124
5292,15.18,14.49,15.87,-11.21,0.124
5293,15.19,14.5,15.88,-11.211,0.124
5294,15.19,14.5,15.88,-11.211,0.124
5295,15.19,14.51,15.88,-11.211,0.124
5296,15.2,14.51,15.89,-11.211,0.124
5297,15.2,14.51,15.89,-11.211,0.124
5298,15.21,14.52,15.89,-11.211,0.124
5299,15.21,14.52,15.9,-11.211,0.124
5300,15.21,14.52,15.9,-11.211,0.124
5301,15.22,14.53,15.9,-11.212,0.124
5302,15.22,14.53,15.91,-11.212,0.124
5303,15.22,14.53,15.91,-11.212,0.124
5304,15.23,14.54,15.91,-11.212,0.124
5305,15.23,14.54,15.92,-11.212,0.124
5306,15.23,14.54,15.92,-11.212,0.124
5307,15.24,14.55,15.92,-11.212,0.124
5308,15.24,14.55,15.93,-11.212,0.124
5309,15.24,14.55,15.93,-11.213,0.124
5310,15.25,14.56,15.93,-11.213,0.124
5311,15.25,14.56,15.94,-11.213,0.124
5312,15.25,14.56,15.94,-11.213,0.124
5313,15.25,14.57,15.94,-11.213,0.124
5314,15.26,14.57,15.95,-11.213,0.124
5315,15.26,14.57,15.95,-11.213,0.124
5316,15.26,14.57,15.95,-11.213,0.124
5317,15.27,14.58,15.96,-11.213,0.124
5318,15.27,14.58,15.96,-11.214,0.124
5319,15.27,14.58,15.96,-11.214,0.124
5320,15.28,14.59,15.97,-11.214,0.124
5321,15.28,14.59,15.97,-11.214,0.124
5322,15.28,14.59,15.97,-11.214,0.124
5323,15.29,14.6,15.98,-11.214,0.124
5324,15.29,14.6,15.98,-11.214,0.124
5325,15.29,14.6,15.98,-11.214,0.124
5326,15.29,14.61,15.98,-11.214,0.124
5327,15.3,14.61,15.99,-11.215,0.124
5328,15.3,14.61,15.99,-11.215,0.124
5329,15.3,14.61,15.99,-11.215,0.124
5330,15.31,14.62,16,-11.215,0.124
5331,15.31,14.62,16,-11.215,0.124
5332,15.31,14.62,16,-11.215,0.124
5333,15.32,14.63,16,-11.215,0.124
5334,15.32,14.63,16.01,-11.215,0.124
5335,15.32,14.63,16.01,-11.215,0.124
5336,15.32,14.63,16.01,-11.216,0.124
5337,15.33,14.64,16.02,-11.216,0.124
5338,15.33,14.64,16.02,-11.216,0.124
5339,15.33,14.64,16.02,-11.216,0.124
5340,15.34,14.65,16.02,-11.216,0.124
5341,15.34,14.65,16.03,-11.216,0.124
5342,15.34,14.65,16.03,-11.216,0.124
5343,15.34,14.65,16.03,-11.216,0.124
5344,15.35,14.66,16.04,-11.216,0.124
5345,15.35,14.66,16.04,-11.216,0.124
5346,15.35,14.66,16.04,-11.217,0.124
5347,15.35,14.66,16.04,-11.217,0.124
5348,15.36,14.67,16.05,-11.217,0.124
5349,15.36,14.67,16.05,-11.217,0.124
5350,15.36,14.67,16.05,-11.217,0.124
5351,15.36,14.67,16.05,-11.217,0.124
5352,15.37,14.68,16.06,-11.217,0.124
5353,15.37,14.68,16.06,-11.217,0.124
5354,15.37,14.68,16.06,-11.217,0.124
5355,15.37,14.69,16.06,-11.217,0.124
5356,15.38,14.69,16.07,-11.217,0.124
5357,15.38,14.69,16.07,-11.218,0.124
5358,15.38,14.69,16.07,-11.218,0.124
5359,15.39,14.7,16.07,-11.218,0.124
5360,15.39,14.7,16.08,-11.218,0.124
5361,15.39,14.7,16.08,-11.218,0.124
5362,15.39,14.7,16.08,-11.218,0.124
5363,15.39,14.71,16.08,-11.218,0.124
5364,15.4,14.71,16.09,-11.218,0.124
5365,15.4,14.71,16.09,-11.218,0.124
5366,15.4,14.71,16.09,-11.218,0.124
5367,15.4,14.72,16.09,-11.218,0.124
5368,15.41,14.72,16.1,-11.219,0.124
5369,15.41,14.72,16.1,-11.219,0.124
5370,15.41,14.72,16.1,-11.219,0.124
5371,15.41,14.72,16.1,-11.219,0.124
5372,15.42,14.73,16.11,-11.219,0.124
5373,15.42,14.73,16.11,-11.219,0.124
5374,15.42,14.73,16.11,-11.219,0.124
5375,15.42,14.73,16.11,-11.219,0.124
5376,15.43,14.74,16.12,-11.219,0.124
5377,15.43,14.74,16.12,-11.219,0.124
5378,15.43,14.74,16.12,-11.219,0.124
5379,15.43,14.74,16.12,-11.22,0.124
5380,15.44,14.75,16.13,-11.22,0.124
5381,15.44,14.75,16.13,-11.22,0.124
5382,15.44,14.75,16.13,-11.22,0.124
5383,15.44,14.75,16.13,-11.22,0.124
5384,15.44,14.75,16.13,-11.22,0.124
5385,15.45,14.76,16.14,-11.22,0.124
5386,15.45,14.76,16.14,-11.22,0.125
5387,15.45,14.76,16.14,-11.22,0.125
5388,15.45,14.76,16.14,-11.22,0.125
5389,15.46,14.77,16.15,-11.22,0.125
5390,15.46,14.77,16.15,-11.22,0.125
5391,15.46,14.77,16.15,-11.221,0.125
5392,15.46,14.77,16.15,-11.221,0.125
5393,15.46,14.77,16.15,-11.221,0.125
5394,15.47,14.78,16.16,-11.221,0.125
5395,15.47,14.78,16.16,-11.221,0.125
5396,15.47,14.78,16.16,-11.221,0.125
5397,15.47,14.78,16.16,-11.221,0.125
5398,15.48,14.79,16.17,-11.221,0.125
5399,15.48,14.79,16.17,-11.221,0.125
5400,15.48,14.79,16.17,-11.221,0.125
5401,15.48,14.79,16.17,-11.221,0.125
5402,15.48,14.79,16.17,-11.221,0.125
5403,15.49,14.8,16.18,-11.221,0.125
5404,15.49,14.8,16.18,-11.222,0.125
5405,15.49,14.8,16.18,-11.222,0.125
5406,15.49,14.8,16.18,-11.222,0.125
5407,15.49,14.8,16.18,-11.222,0.125
5408,15.5,14.81,16.19,-11.222,0.125
5409,15.5,14.81,16.19,-11.222,0.125
5410,15.5,14.81,16.19,-11.222,0.125
5411,15.5,14.81,16.19,-11.222,0.125
5412,15.5,14.81,16.19,-11.222,0.125
5413,15.51,14.82,16.2,-11.222,0.125
5414,15.51,14.82,16.2,-11.222,0.125
5415,15.51,14.82,16.2,-11.222,0.125
5416,15.51,14.82,16.2,-11.222,0.125
5417,15.51,14.82,16.2,-11.223,0.125
5418,15.52,14.83,16.21,-11.223,0.125
5419,15.52,14.83,16.21,-11.223,0.125
5420,15.52,14.83,16.21,-11.223,0.125
5421,15.52,14.83,16.21,-11.223,0.125
5422,15.52,14.83,16.21,-11.223,0.125
5423,15.53,14.84,16.22,-11.223,0.125
5424,15.53,14.84,16.22,-11.223,0.125
5425,15.53,14.84,16.22,-11.223,0.125
5426,15.53,14.84,16.22,-11.223,0.125
5427,15.53,14.84,16.22,-11.223,0.125
5428,15.54,14.85,16.23,-11.223,0.125
5429,15.54,14.85,16.23,-11.223,0.125
5430,15.54,14.85,16.23,-11.223,0.125
5431,15.54,14.85,16.23,-11.224,0.125
5432,15.54,14.85,16.23,-11.224,0.125
5433,15.54,14.85,16.23,-11.224,0.125
5434,15.55,14.86,16.24,-11.224,0.125
5435,15.55,14.86,16.24,-11.224,0.125
5436,15.55,14.86,16.24,-11.224,0.125
5437,15.55,14.86,16.24,-11.224,0.125
5438,15.55,14.86,16.24,-11.224,0.125
5439,15.56,14.87,16.25,-11.224,0.125
5440,15.56,14.87,16.25,-11.224,0.125
5441,15.56,14.87,16.25,-11.224,0.125
5442,15.56,14.87,16.25,-11.224,0.125
5443,15.56,14.87,16.25,-11.224,0.125
5444,15.57,14.88,16.26,-11.224,0.125
5445,15.57,14.88,16.26,-11.224,0.125
5446,15.57,14.88,16.26,-11.225,0.125
5447,15.57,14.88,16.26,-11.225,0.125
5448,15.57,14.88,16.26,-11.225,0.125
5449,15.57,14.88,16.26,-11.225,0.125
5450,15.58,14.89,16.27,-11.225,0.125
5451,15.58,14.89,16.27,-11.225,0.125
5452,15.58,14.89,16.27,-11.225,0.125
5453,15.58,14.89,16.27,-11.225,0.125
5454,15.58,14.89,16.27,-11.225,0.125
5455,15.58,14.89,16.27,-11.225,0.125
5456,15.59,14.9,16.28,-11.225,0.125
5457,15.59,14.9,16.28,-11.225,0.125
5458,15.59,14.9,16.28,-11.225,0.125
5459,15.59,14.9,16.28,-11.225,0.125
5460,15.59,14.9,16.28,-11.225,0.125
5461,15.59,14.9,16.29,-11.226,0.125
5462,15.6,14.91,16.29,-11.226,0.125
5463,15.6,14.91,16.29,-11.226,0.125
5464,15.6,14.91,16.29,-11.226,0.125
5465,15.6,14.91,16.29,-11.226,0.125
5466,15.6,14.91,16.29,-11.226,0.125
5467,15.6,14.91,16.3,-11.226,0.125
5468,15.61,14.92,16.3,-11.226,0.125
5469,15.61,14.92,16.3,-11.226,0.125
5470,15.61,14.92,16.3,-11.226,0.125
5471,15.61,14.92,16.3,-11.226,0.125
5472,15.61,14.92,16.3,-11.226,0.125
5473,15.61,14.92,16.31,-11.226,0.125
5474,15.62,14.93,16.31,-11.226,0.125
5475,15.62,14.93,16.31,-11.226,0.125
5476,15.62,14.93,16.31,-11.226,0.125
5477,15.62,14.93,16.31,-11.227,0.125
5478,15.62,14.93,16.31,-11.227,0.125
5479,15.62,14.93,16.31,-11.227,0.125
5480,15.63,14.94,16.32,-11.227,0.125
5481,15.63,14.94,16.32,-11.227,0.125
5482,15.63,14.94,16.32,-11.227,0.125
5483,15.63,14.94,16.32,-11.227,0.125
5484,15.63,14.94,16.32,-11.227,0.125
5485,15.63,14.94,16.32,-11.227,0.125
5486,15.64,14.95,16.33,-11.227,0.125
5487,15.64,14.95,16.33,-11.227,0.125
5488,15.64,14.95,16.33,-11.227,0.125
5489,15.64,14.95,16.33,-11.227,0.125
5490,15.64,14.95,16.33,-11.227,0.125
5491,15.64,14.95,16.33,-11.227,0.125
5492,15.65,14.95,16.34,-11.227,0.125
5493,15.65,14.96,16.34,-11.227,0.125
5494,15.65,14.96,16.34,-11.227,0.125
5495,15.65,14.96,16.34,-11.228,0.125
5496,15.65,14.96,16.34,-11.228,0.125
5497,15.65,14.96,16.34,-11.228,0.125
5498,15.65,14.96,16.34,-11.228,0.125
5499,15.66,14.97,16.35,-11.228,0.125
5500,15.66,14.97,16.35,-11.228,0.125
5501,15.66,14.97,16.35,-11.228,0.125
5502,15.66,14.97,16.35,-11.228,0.125
5503,15.66,14.97,16.35,-11.228,0.125
5504,15.66,14.97,16.35,-11.228,0.125
5505,15.66,14.97,16.36,-11.228,0.125
5506,15.67,14.98,16.36,-11.228,0.125
5507,15.67,14.98,16.36,-11.228,0.125
5508,15.67,14.98,16.36,-11.228,0.125
5509,15.67,14.98,16.36,-11.228,0.125
5510,15.67,14.98,16.36,-11.228,0.125
5511,15.67,14.98,16.36,-11.228,0.125
